站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
59501,20230605191523,9.1,1001.6,80,138,10.7,0.2,10042.4
59658,20230605191523,9.6,1021.0,31,31,10.3,1.4,10352.7
59663,20230605191523,11.2,1010.0,48,43,3.2,1.3,10034.8
59664,20230605191523,11.9,1025.6,72,90,11.2,1.4,10432.0
59673,20230605191523,23.8,1008.0,38,320,5.6,1.3,10205.0
59754,20230605191523,16.4,1017.1,57,15,2.6,1.1,10258.4
57947,20230605191523,6.1,1021.4,13,108,12.6,0.8,10353.0
57957,20230605191523,6.9,1012.9,86,276,2.5,0.8,10360.4
57958,20230605191523,31.4,1025.9,80,66,0.6,0.9,10235.0
59021,20230605191523,0.4,1002.1,3,22,10.7,0.6,10316.4
59023,20230605191523,30.2,1014.4,77,307,13.0,0.9,10305.0
59027,20230605191523,24.2,1006.3,100,266,10.2,1.2,10491.4
59037,20230605191523,6.1,1021.0,82,166,2.4,0.5,10202.8
59046,20230605191523,28.0,1017.2,65,257,6.8,0.2,10350.5
59058,20230605191523,4.6,1000.1,59,150,7.6,0.2,10472.5
59065,20230605191523,32.1,1014.7,7,185,8.0,0.1,10035.0
59209,20230605191523,26.0,1014.2,79,339,3.7,1.5,10421.5
59211,20230605191523,12.8,1014.4,4,345,5.6,1.5,10328.5
59218,20230605191523,7.0,1011.2,76,231,6.3,0.9,10030.8
59228,20230605191523,23.6,1017.1,45,0,9.9,0.2,10294.6
59242,20230605191523,26.6,1017.2,2,174,5.1,1.5,10481.9
59254,20230605191523,5.6,1008.5,4,283,11.5,1.4,10245.4
59265,20230605191523,17.8,1025.5,97,220,11.2,0.3,10407.5
59417,20230605191523,22.2,1008.6,18,51,12.9,0.9,10129.9
59431,20230605191523,1.8,1011.8,42,130,12.3,1.0,10304.3
59446,20230605191523,29.7,1000.6,50,37,6.1,0.5,10416.6
59453,20230605191523,16.2,1025.1,74,24,8.9,0.5,10142.0
59626,20230605191523,6.9,1000.2,8,39,0.0,0.9,10368.0
59631,20230605191523,9.1,1019.3,27,170,0.4,0.3,10277.0
59632,20230605191523,1.9,1000.4,49,53,8.2,0.6,10036.9
59644,20230605191523,26.4,1007.5,44,64,6.6,0.8,10433.9
59647,20230605191523,8.0,1021.8,85,319,8.2,1.2,10452.9
56691,20230605191523,17.0,1008.4,94,295,5.9,0.0,10196.5
56693,20230605191523,13.5,1001.2,51,242,14.7,0.2,10167.6
56792,20230605191523,5.8,1016.8,19,5,10.3,1.3,10236.6
56793,20230605191523,0.6,1011.7,83,257,12.0,1.1,10416.5
57606,20230605191523,18.8,1017.1,80,149,13.2,0.0,10148.8
57614,20230605191523,8.6,1019.7,83,105,8.2,1.2,10189.6
57625,20230605191523,30.8,1005.7,96,60,13.1,1.4,10487.0
57647,20230605191523,22.3,1011.4,93,148,1.1,0.6,10096.5
57707,20230605191523,15.9,1009.3,27,168,10.6,0.5,10413.9
57710,20230605191523,34.6,1022.0,35,280,12.4,0.0,10498.2
57712,20230605191523,29.9,1016.7,37,247,3.4,0.8,10226.2
57718,20230605191523,24.6,1022.5,91,92,13.1,1.4,10308.2
57722,20230605191523,24.5,1000.8,51,296,0.4,0.5,10308.3
57729,20230605191523,9.2,1007.1,95,131,6.6,0.0,10214.2
57731,20230605191523,13.5,1002.8,21,81,10.0,0.8,10105.0
57741,20230605191523,23.9,1022.4,94,232,9.6,1.1,10342.1
57803,20230605191523,25.5,1009.2,69,131,2.5,0.3,10313.4
57805,20230605191523,21.2,1024.5,65,42,13.6,1.0,10031.4
57806,20230605191523,2.4,1012.5,77,258,3.8,1.2,10247.2
57816,20230605191523,12.1,1005.1,93,324,10.3,0.9,10119.5
57825,20230605191523,15.7,1016.8,33,187,3.7,0.5,10497.8
57827,20230605191523,11.4,1009.2,51,54,7.2,1.4,10125.1
57832,20230605191523,34.7,1015.8,82,245,11.8,0.5,10019.1
57839,20230605191523,13.9,1025.0,16,98,1.2,0.7,10324.0
57840,20230605191523,21.1,1012.0,52,6,11.3,1.1,10327.6
57902,20230605191523,7.7,1001.8,49,326,1.2,1.0,10389.4
57906,20230605191523,19.9,1002.6,2,187,14.6,0.2,10231.6
57907,20230605191523,34.2,1013.2,29,254,4.7,1.1,10430.4
57910,20230605191523,25.2,1014.2,100,218,4.7,0.2,10224.4
57912,20230605191523,28.8,1022.4,44,356,7.8,0.3,10140.3
57916,20230605191523,18.9,1020.2,99,279,5.8,0.3,10454.0
57922,20230605191523,17.2,1004.9,39,161,7.6,1.0,10226.8
57926,20230605191523,34.6,1001.1,25,167,6.6,0.7,10026.9
57932,20230605191523,1.5,1017.2,63,348,1.7,1.3,10453.0
59758,20230605191523,1.8,1006.4,83,259,9.1,0.1,10312.7
59838,20230605191523,7.4,1026.4,45,316,12.0,1.5,10344.0
59845,20230605191523,4.7,1024.8,79,304,11.7,0.6,10400.3
59849,20230605191523,25.8,1004.8,81,10,5.7,1.1,10205.8
59855,20230605191523,28.4,1015.0,28,3,9.9,0.2,10089.9
59948,20230605191523,9.4,1003.0,82,302,12.9,1.4,10067.9
59954,20230605191523,21.4,1023.8,81,18,1.8,1.4,10428.0
59981,20230605191523,30.6,1005.0,38,220,4.5,1.0,10308.1
53399,20230605191523,0.6,1013.8,3,289,11.5,1.3,10471.4
53593,20230605191523,20.4,1001.8,16,359,14.0,0.5,10414.5
53698,20230605191523,22.0,1023.7,5,324,14.2,0.8,10301.5
53798,20230605191523,19.3,1026.2,50,356,1.4,0.2,10321.9
54308,20230605191523,15.5,1008.1,40,161,2.1,1.3,10289.8
54311,20230605191523,6.0,1015.3,96,118,11.8,1.0,10334.9
54401,20230605191523,30.7,1003.4,24,311,13.8,1.1,10325.4
54405,20230605191523,5.2,1008.2,30,201,1.6,1.0,10138.0
54423,20230605191523,25.5,1009.7,58,149,12.5,0.5,10105.0
54429,20230605191523,19.3,1002.8,46,298,11.3,0.0,10156.0
54436,20230605191523,24.7,1017.8,18,221,11.4,0.8,10093.8
54449,20230605191523,18.1,1024.8,32,143,9.3,0.8,10150.9
54518,20230605191523,32.8,1021.1,66,80,1.0,1.1,10108.2
54534,20230605191523,29.2,1024.5,37,116,1.0,1.4,10119.5
54535,20230605191523,15.4,1001.7,75,176,7.5,0.4,10285.8
54539,20230605191523,27.1,1007.8,26,225,11.2,0.8,10361.7
54602,20230605191523,24.7,1017.3,58,96,6.1,0.6,10411.3
54606,20230605191523,28.7,1018.7,91,229,11.7,1.0,10462.7
54618,20230605191523,11.1,1023.0,25,4,3.5,1.4,10037.9
54624,20230605191523,28.4,1015.9,62,292,3.3,0.2,10197.2
54705,20230605191523,16.1,1018.4,79,334,11.4,1.5,10406.0
53898,20230605191523,27.8,1008.9,80,97,0.7,1.3,10017.4
53986,20230605191523,20.9,1014.9,57,356,1.2,0.0,10051.0
57051,20230605191523,11.6,1021.2,25,119,2.7,0.5,10402.4
57067,20230605191523,19.3,1023.0,62,271,1.9,0.7,10207.2
57071,20230605191523,10.4,1002.1,88,130,8.8,0.2,10468.6
57077,20230605191523,7.1,1008.1,71,323,9.1,1.0,10188.0
57083,20230605191523,34.4,1018.5,93,262,14.2,0.5,10310.2
57084,20230605191523,29.6,1006.4,26,145,3.2,0.3,10307.1
57089,20230605191523,34.8,1022.3,14,207,10.7,0.1,10292.4
57091,20230605191523,4.5,1020.9,62,312,6.3,1.5,10159.9
57156,20230605191523,26.6,1009.4,100,241,1.9,1.2,10204.2
57178,20230605191523,13.5,1012.8,77,277,1.9,0.6,10281.9
57181,20230605191523,22.8,1008.1,72,73,7.1,0.4,10068.0
57193,20230605191523,2.0,1023.7,43,297,5.9,1.5,10250.2
57285,20230605191523,5.3,1006.1,38,238,4.5,0.0,10446.3
57290,20230605191523,1.4,1022.5,55,149,9.3,1.0,10314.2
57297,20230605191523,17.0,1016.6,42,254,7.7,0.0,10438.4
58005,20230605191523,33.0,1023.3,13,33,3.6,0.2,10180.7
58111,20230605191523,8.3,1000.6,81,359,14.7,0.1,10416.4
58208,20230605191523,21.9,1016.8,37,240,4.0,0.2,10003.0
50136,20230605191523,7.1,1026.4,61,149,6.1,0.9,10300.5
50246,20230605191523,20.2,1007.2,36,91,11.5,1.1,10183.5
50247,20230605191523,27.2,1017.5,37,290,6.6,1.2,10430.9
50349,20230605191523,18.1,1014.0,67,67,14.8,1.0,10308.9
50353,20230605191523,22.1,1020.8,61,74,7.3,0.8,10069.7
50442,20230605191523,26.3,1004.3,92,204,14.0,1.4,10274.2
50468,20230605191523,31.9,1001.2,46,31,8.4,1.3,10180.7
50557,20230605191523,10.6,1022.8,84,17,14.3,0.2,10037.6
50564,20230605191523,15.9,1006.6,96,262,0.7,1.5,10202.2
50656,20230605191523,20.0,1005.3,33,184,0.1,1.1,10408.8
50658,20230605191523,28.3,1005.8,9,60,8.0,0.9,10016.6
50674,20230605191523,14.4,1010.3,26,268,4.2,0.9,10205.3
50739,20230605191523,20.3,1022.8,66,199,12.1,0.8,10410.4
50742,20230605191523,10.1,1012.2,22,58,9.5,0.5,10371.4
50745,20230605191523,5.3,1006.5,16,21,3.3,0.3,10198.7
50756,20230605191523,15.9,1011.1,57,51,11.9,1.0,10400.1
50758,20230605191523,26.1,1000.8,89,211,5.6,1.3,10025.5
50774,20230605191523,14.1,1004.5,96,358,13.5,0.4,10286.4
50778,20230605191523,4.2,1013.4,92,221,0.4,0.2,10056.6
50788,20230605191523,12.3,1014.8,68,255,1.4,0.0,10026.5
50844,20230605191523,22.8,1007.8,91,129,0.1,1.5,10421.4
50853,20230605191523,10.6,1008.9,35,128,10.2,1.3,10220.8
50854,20230605191523,33.9,1015.5,64,219,7.4,0.2,10282.9
50862,20230605191523,7.6,1009.4,76,10,14.7,1.5,10242.0
50873,20230605191523,28.2,1002.9,66,130,2.7,1.5,10337.1
50877,20230605191523,29.3,1012.1,5,129,7.3,1.4,10497.3
50888,20230605191523,1.1,1023.7,77,44,7.2,0.7,10192.9
50950,20230605191523,9.6,1012.7,89,208,1.1,1.2,10217.0
50953,20230605191523,26.3,1003.1,78,282,8.0,0.2,10288.1
50955,20230605191523,30.6,1025.1,77,329,9.0,0.0,10108.5
50963,20230605191523,31.6,1005.5,8,352,9.4,0.3,10490.2
50968,20230605191523,26.5,1004.4,44,154,12.3,0.4,10285.7
50973,20230605191523,13.4,1020.0,47,135,11.3,0.3,10138.6
50978,20230605191523,22.7,1016.6,43,344,12.2,1.4,10126.4
50983,20230605191523,23.1,1009.5,72,329,7.0,0.6,10342.6
54094,20230605191523,27.0,1000.9,78,263,4.0,0.9,10061.4
54096,20230605191523,3.8,1010.2,46,80,0.9,0.3,10133.7
57251,20230605191523,34.2,1016.3,14,29,3.9,0.7,10151.3
57256,20230605191523,12.3,1018.0,67,328,2.5,0.1,10109.8
57259,20230605191523,2.1,1009.4,80,334,13.3,0.0,10123.8
57265,20230605191523,16.3,1009.1,1,262,4.0,1.3,10003.3
57278,20230605191523,18.2,1016.0,39,155,6.0,1.5,10100.3
57279,20230605191523,3.6,1012.5,70,42,8.7,0.3,10481.9
57355,20230605191523,19.7,1021.9,49,101,14.4,0.7,10246.2
57358,20230605191523,16.7,1003.7,79,195,12.1,0.2,10061.4
57359,20230605191523,20.3,1022.7,93,195,6.7,1.4,10021.9
57363,20230605191523,26.8,1016.0,40,158,4.7,1.2,10397.2
57378,20230605191523,13.2,1025.4,84,140,12.0,0.7,10264.1
57381,20230605191523,15.3,1008.2,42,166,0.1,0.7,10167.0
57395,20230605191523,16.4,1011.4,4,6,7.6,1.1,10266.7
57399,20230605191523,9.0,1016.7,44,284,11.4,1.4,10136.4
57439,20230605191523,14.7,1011.3,48,279,13.7,1.4,10031.2
57445,20230605191523,28.8,1002.0,65,296,12.9,1.0,10114.9
57447,20230605191523,29.3,1011.0,76,215,12.7,0.2,10033.2
57458,20230605191523,23.3,1007.5,95,331,10.4,0.5,10340.3
57461,20230605191523,27.9,1003.7,83,93,11.5,0.5,10145.6
57476,20230605191523,23.5,1016.6,36,305,2.8,1.2,10349.0
57482,20230605191523,30.5,1018.3,64,211,8.5,0.7,10442.8
57483,20230605191523,12.2,1008.9,40,318,9.5,0.5,10372.2
57493,20230605191523,3.7,1004.3,49,290,4.7,0.2,10012.0
57494,20230605191523,0.1,1024.6,93,128,7.4,1.1,10453.8
57545,20230605191523,9.0,1000.6,28,213,4.1,0.2,10054.5
57573,20230605191523,9.4,1023.6,4,151,0.3,0.3,10208.0
57581,20230605191523,23.1,1009.8,31,79,0.1,0.7,10357.1
57583,20230605191523,4.6,1024.8,30,344,12.5,1.3,10278.6
57595,20230605191523,27.7,1001.0,71,294,13.4,0.5,10306.0
58402,20230605191523,17.2,1014.9,73,122,12.3,0.0,10042.7
58407,20230605191523,17.7,1005.3,56,246,10.1,0.6,10428.0
58500,20230605191523,26.9,1022.1,100,225,8.4,0.8,10286.8
57554,20230605191523,2.3,1013.1,55,139,5.3,0.4,10033.7
57562,20230605191523,8.2,1000.8,81,3,6.3,0.9,10178.1
57574,20230605191523,0.0,1015.8,12,94,5.8,1.5,10272.5
57584,20230605191523,22.5,1023.9,18,6,8.0,0.0,10282.1
57642,20230605191523,30.5,1023.8,95,104,0.1,0.4,10034.0
57649,20230605191523,14.5,1009.2,1,272,0.2,0.0,10451.4
57655,20230605191523,19.4,1007.7,74,93,12.2,0.8,10362.0
57662,20230605191523,4.8,1021.0,60,182,6.6,0.9,10482.6
57669,20230605191523,9.8,1014.9,33,71,5.0,1.4,10356.0
57671,20230605191523,14.4,1009.4,23,226,0.6,1.4,10403.7
57673,20230605191523,14.0,1012.1,7,306,4.4,0.7,10080.5
57679,20230605191523,10.1,1024.3,52,121,12.5,0.2,10402.6
57682,20230605191523,18.3,1000.1,52,218,14.3,0.0,10124.1
57687,20230605191523,14.5,1025.7,41,206,14.1,1.0,10269.2
57745,20230605191523,10.6,1011.6,57,20,4.3,1.0,10119.9
57749,20230605191523,16.9,1000.1,70,169,6.6,0.8,10301.1
57752,20230605191523,1.1,1013.0,54,165,12.8,1.3,10014.2
57758,20230605191523,14.2,1018.8,30,186,5.5,1.0,10223.8
57761,20230605191523,10.8,1000.9,19,178,7.1,1.4,10146.7
57766,20230605191523,4.3,1001.3,97,147,13.6,1.0,10206.2
57774,20230605191523,34.4,1011.3,80,318,2.3,0.0,10282.0
57776,20230605191523,24.0,1010.1,12,175,3.4,1.3,10423.9
57779,20230605191523,24.1,1022.1,8,331,4.5,0.5,10488.0
57780,20230605191523,33.3,1015.1,49,356,9.1,0.8,10345.2
57841,20230605191523,4.0,1016.7,13,114,5.1,1.1,10069.0
57845,20230605191523,2.7,1026.0,69,150,1.9,1.5,10442.8
57853,20230605191523,15.8,1010.5,53,345,8.3,0.3,10374.9
57857,20230605191523,9.6,1024.8,79,87,4.1,1.4,10433.6
57860,20230605191523,2.2,1000.4,32,44,13.7,1.5,10297.1
57866,20230605191523,15.9,1001.6,84,96,6.4,0.3,10128.6
57872,20230605191523,2.3,1013.8,10,98,5.3,0.5,10430.9
57874,20230605191523,26.6,1006.9,25,18,6.4,0.2,10053.2
57889,20230605191523,23.5,1018.2,54,41,0.9,0.1,10185.4
57965,20230605191523,34.1,1003.5,10,318,1.7,0.4,10436.3
57972,20230605191523,28.6,1016.1,6,336,7.9,0.2,10197.4
57974,20230605191523,29.8,1018.4,43,13,0.5,0.7,10400.6
50936,20230605191523,32.4,1022.3,10,98,0.8,0.6,10261.8
50945,20230605191523,1.1,1021.9,79,305,13.0,0.7,10437.9
50948,20230605191523,8.4,1016.6,10,332,2.9,0.3,10443.9
50949,20230605191523,14.4,1014.8,55,225,6.3,0.5,10106.9
54041,20230605191523,35.0,1011.3,11,340,4.1,1.5,10312.6
54049,20230605191523,19.0,1003.8,39,208,13.5,1.2,10081.6
54063,20230605191523,0.7,1015.0,89,224,13.9,1.4,10353.5
54064,20230605191523,29.4,1018.7,97,329,10.0,0.6,10428.4
54142,20230605191523,14.0,1024.6,45,104,11.9,0.6,10191.8
54157,20230605191523,29.4,1009.7,95,52,11.3,0.5,10326.5
54161,20230605191523,23.9,1001.8,67,325,1.1,1.5,10051.3
54165,20230605191523,12.9,1015.2,26,70,2.4,0.1,10292.3
54171,20230605191523,25.7,1005.3,78,272,2.5,0.2,10273.2
54181,20230605191523,7.6,1005.5,5,199,11.0,0.6,10472.0
54186,20230605191523,6.5,1020.8,58,313,3.9,1.5,10044.4
54195,20230605191523,24.5,1019.7,20,102,9.1,0.4,10272.9
54260,20230605191523,31.9,1009.7,77,134,4.0,0.5,10211.3
54263,20230605191523,14.7,1021.9,15,314,11.0,0.2,10012.7
54266,20230605191523,0.8,1011.3,2,127,0.4,0.6,10048.9
54273,20230605191523,18.7,1006.6,63,115,7.0,0.9,10310.4
54276,20230605191523,34.8,1004.7,26,217,14.4,0.9,10433.2
54284,20230605191523,21.5,1008.9,10,46,13.8,1.1,10461.8
54285,20230605191523,7.5,1020.0,98,92,11.6,1.5,10438.1
54286,20230605191523,6.0,1014.9,44,155,9.5,0.9,10409.0
54292,20230605191523,13.4,1014.5,12,320,1.7,1.2,10196.9
54363,20230605191523,20.4,1014.7,34,112,0.1,1.4,10485.6
54374,20230605191523,27.7,1021.0,31,162,6.5,1.5,10492.6
54377,20230605191523,22.3,1005.3,39,263,14.0,0.5,10418.0
54386,20230605191523,15.8,1000.8,33,175,8.3,0.7,10414.3
58026,20230605191523,7.4,1022.9,98,186,7.6,1.0,10178.0
58027,20230605191523,7.7,1005.9,77,298,9.4,0.6,10189.5
58038,20230605191523,7.1,1016.8,80,303,1.8,0.5,10015.7
58040,20230605191523,2.0,1007.9,70,168,9.7,0.2,10066.4
58047,20230605191523,16.6,1004.2,92,4,8.3,0.0,10342.7
58130,20230605191523,34.2,1008.8,70,318,4.2,0.1,10414.9
58135,20230605191523,18.6,1014.6,22,311,9.6,0.0,10039.6
58138,20230605191523,8.1,1007.3,46,235,8.0,0.7,10252.4
58141,20230605191523,34.5,1021.4,27,140,11.8,0.1,10282.1
58143,20230605191523,34.3,1023.2,48,143,12.7,0.0,10069.6
58150,20230605191523,18.3,1024.7,64,171,2.5,1.2,10460.1
58158,20230605191523,15.4,1008.1,9,146,6.4,1.4,10325.6
58238,20230605191523,12.0,1026.1,37,284,4.2,0.2,10032.6
58241,20230605191523,25.0,1009.4,34,152,14.1,0.0,10067.7
58251,20230605191523,0.2,1014.2,31,311,1.9,0.5,10448.2
58252,20230605191523,14.7,1007.4,17,218,2.0,1.2,10192.8
58255,20230605191523,6.5,1007.7,70,3,10.5,0.9,10224.9
58259,20230605191523,14.4,1020.5,45,150,10.4,0.1,10017.3
58265,20230605191523,12.9,1023.6,99,86,1.3,1.2,10356.3
58343,20230605191523,10.2,1025.3,64,301,5.5,1.1,10280.0
58345,20230605191523,2.4,1011.8,57,242,14.2,1.4,10445.2
58354,20230605191523,30.3,1005.8,6,87,5.5,0.5,10006.9
58356,20230605191523,27.3,1000.0,33,329,14.3,0.2,10372.5
58358,20230605191523,25.3,1026.3,38,203,8.8,1.2,10484.9
57598,20230605191523,6.5,1018.9,29,189,4.4,0.5,10133.2
57696,20230605191523,1.9,1025.5,82,268,9.8,0.3,10438.0
57789,20230605191523,22.4,1002.5,98,297,12.3,1.3,10457.7
57793,20230605191523,9.2,1012.2,55,47,12.7,1.5,10458.9
57799,20230605191523,33.5,1016.2,99,59,8.3,1.1,10178.2
57894,20230605191523,3.1,1005.1,64,238,13.1,1.3,10124.1
57896,20230605191523,30.5,1007.1,95,187,12.6,0.0,10298.7
57993,20230605191523,3.4,1015.8,32,350,13.7,0.1,10355.3
58506,20230605191523,33.9,1017.7,20,52,13.0,0.9,10435.0
